lat,long,year,item,group_rank,temp,rain,n,p,k,value,xgb_rank
-41.5000831,172.8344077,2013,Oats,1,1732,13.57,0.494514233,0.362198263,0.143287504,130453880,4
-41.5000831,172.8344077,2013,Game meat  fresh  chilled or frozen,2,1732,13.57,0.494514233,0.362198263,0.143287504,130453880,3
-41.5000831,172.8344077,2013,Maize  corn ,3,1732,13.57,0.494514233,0.362198263,0.143287504,821763776,8
-41.5000831,172.8344077,2013,Barley,4,1732,13.57,0.494514233,0.362198263,0.143287504,111549832,1
-41.5000831,172.8344077,2013,Wheat,5,1732,13.57,0.494514233,0.362198263,0.143287504,589463296,6
-41.5000831,172.8344077,2013,Apples,6,1732,13.57,0.494514233,0.362198263,0.143287504,804759680,7
-41.5000831,172.8344077,2013,Shorn wool  greasy  including fleece washed shorn wool,7,1732,13.57,0.494514233,0.362198263,0.143287504,426626112,5
-41.5000831,172.8344077,2013,Kiwi fruit,8,1732,13.57,0.494514233,0.362198263,0.143287504,124407464,2
-41.5000831,172.8344077,2013,Raw milk of cattle,9,1732,13.57,0.494514233,0.362198263,0.143287504,2807372544,9
-34.9964963,-64.9672817,2013,Canary seed,1,591,16.45,0.551918136,0.420956326,0.027125538,152618432,6
-34.9964963,-64.9672817,2013,Pomelos and grapefruits,2,591,16.45,0.551918136,0.420956326,0.027125538,127102680,2
-34.9964963,-64.9672817,2013,Beeswax,3,591,16.45,0.551918136,0.420956326,0.027125538,152618432,5
-34.9964963,-64.9672817,2013,Walnuts  in shell,4,591,16.45,0.551918136,0.420956326,0.027125538,152618432,15
-34.9964963,-64.9672817,2013,Tea leaves,5,591,16.45,0.551918136,0.420956326,0.027125538,138444480,3
-34.9964963,-64.9672817,2013,Bananas,6,591,16.45,0.551918136,0.420956326,0.027125538,175488416,18
-34.9964963,-64.9672817,2013,Tangerines  mandarins  clementines,7,591,16.45,0.551918136,0.420956326,0.027125538,152618432,14
-34.9964963,-64.9672817,2013,Olives,8,591,16.45,0.551918136,0.420956326,0.027125538,302530528,24
-34.9964963,-64.9672817,2013,Carrots and turnips,9,591,16.45,0.551918136,0.420956326,0.027125538,152618432,7
-34.9964963,-64.9672817,2013,Beans  dry,10,591,16.45,0.551918136,0.420956326,0.027125538,152618432,4
-34.9964963,-64.9672817,2013,Oats,11,591,16.45,0.551918136,0.420956326,0.027125538,152618432,12
-34.9964963,-64.9672817,2013,Maté leaves,12,591,16.45,0.551918136,0.420956326,0.027125538,152618432,10
-34.9964963,-64.9672817,2013,Oranges,13,591,16.45,0.551918136,0.420956326,0.027125538,243587664,21
-34.9964963,-64.9672817,2013,Green garlic,14,591,16.45,0.551918136,0.420956326,0.027125538,152618432,8
-34.9964963,-64.9672817,2013,Chillies and peppers  green  Capsicum spp  and Pimenta spp  ,15,591,16.45,0.551918136,0.420956326,0.027125538,172056288,17
-34.9964963,-64.9672817,2013,Shorn wool  greasy  including fleece washed shorn wool,16,591,16.45,0.551918136,0.420956326,0.027125538,162607712,16
-34.9964963,-64.9672817,2013,Natural honey,17,591,16.45,0.551918136,0.420956326,0.027125538,152618432,11
-34.9964963,-64.9672817,2013,Pears,18,591,16.45,0.551918136,0.420956326,0.027125538,152618432,13
-34.9964963,-64.9672817,2013,Apples,19,591,16.45,0.551918136,0.420956326,0.027125538,248272480,22
-34.9964963,-64.9672817,2013,Lemons and limes,20,591,16.45,0.551918136,0.420956326,0.027125538,152618432,9
-34.9964963,-64.9672817,2013,Seed cotton  unginned,21,591,16.45,0.551918136,0.420956326,0.027125538,386531136,27
-34.9964963,-64.9672817,2013,Cotton lint  ginned,22,591,16.45,0.551918136,0.420956326,0.027125538,322259328,25
-34.9964963,-64.9672817,2013,Tomatoes,23,591,16.45,0.551918136,0.420956326,0.027125538,463768192,29
-34.9964963,-64.9672817,2013,Unmanufactured tobacco,24,591,16.45,0.551918136,0.420956326,0.027125538,232408368,20
-34.9964963,-64.9672817,2013,Rice,25,591,16.45,0.551918136,0.420956326,0.027125538,107187048,1
-34.9964963,-64.9672817,2013,Potatoes,26,591,16.45,0.551918136,0.420956326,0.027125538,414427264,28
-34.9964963,-64.9672817,2013,Sorghum,27,591,16.45,0.551918136,0.420956326,0.027125538,210633136,19
-34.9964963,-64.9672817,2013,Grapes,28,591,16.45,0.551918136,0.420956326,0.027125538,750216448,31
-34.9964963,-64.9672817,2013,Sugar cane,29,591,16.45,0.551918136,0.420956326,0.027125538,567423168,30
-34.9964963,-64.9672817,2013,Hen eggs in shell  fresh,30,591,16.45,0.551918136,0.420956326,0.027125538,276151712,23
-34.9964963,-64.9672817,2013,Sunflower seed,31,591,16.45,0.551918136,0.420956326,0.027125538,327754464,26
-34.9964963,-64.9672817,2013,Wheat,32,591,16.45,0.551918136,0.420956326,0.027125538,1178911104,33
-34.9964963,-64.9672817,2013,Raw milk of cattle,33,591,16.45,0.551918136,0.420956326,0.027125538,1394657280,34
-34.9964963,-64.9672817,2013,Maize  corn ,34,591,16.45,0.551918136,0.420956326,0.027125538,1009937344,32
-34.9964963,-64.9672817,2013,Soya beans,35,591,16.45,0.551918136,0.420956326,0.027125538,5794564096,35
-32.8755548,-56.0201525,2013,Green corn  maize ,1,1300,15.92,0.357671105,0.436640309,0.205688586,-3373402.5,7
-32.8755548,-56.0201525,2013,Pomelos and grapefruits,2,1300,15.92,0.357671105,0.436640309,0.205688586,-28889206,1
-32.8755548,-56.0201525,2013,Cantaloupes and other melons,3,1300,15.92,0.357671105,0.436640309,0.205688586,-3373402.5,5
-32.8755548,-56.0201525,2013,Plums and sloes,4,1300,15.92,0.357671105,0.436640309,0.205688586,-12224512,2
-32.8755548,-56.0201525,2013,Watermelons,5,1300,15.92,0.357671105,0.436640309,0.205688586,-9930746,3
-32.8755548,-56.0201525,2013,Green garlic,6,1300,15.92,0.357671105,0.436640309,0.205688586,-3373402.5,8
-32.8755548,-56.0201525,2013,Carrots and turnips,7,1300,15.92,0.357671105,0.436640309,0.205688586,-3373402.5,6
-32.8755548,-56.0201525,2013,Pears,8,1300,15.92,0.357671105,0.436640309,0.205688586,-3373402.5,13
-32.8755548,-56.0201525,2013,Pumpkins  squash and gourds,9,1300,15.92,0.357671105,0.436640309,0.205688586,-1543402.5,17
-32.8755548,-56.0201525,2013,Chillies and peppers  green  Capsicum spp  and Pimenta spp  ,10,1300,15.92,0.357671105,0.436640309,0.205688586,12207458,19
-32.8755548,-56.0201525,2013,Oats,11,1300,15.92,0.357671105,0.436640309,0.205688586,-3373402.5,11
-32.8755548,-56.0201525,2013,Onions and shallots  dry  excluding dehydrated ,12,1300,15.92,0.357671105,0.436640309,0.205688586,11328138,18
-32.8755548,-56.0201525,2013,Lemons and limes,13,1300,15.92,0.357671105,0.436640309,0.205688586,-3373402.5,9
-32.8755548,-56.0201525,2013,Peaches and nectarines,14,1300,15.92,0.357671105,0.436640309,0.205688586,-3373402.5,12
-32.8755548,-56.0201525,2013,Natural honey,15,1300,15.92,0.357671105,0.436640309,0.205688586,-3373402.5,10
-32.8755548,-56.0201525,2013,Sorghum,16,1300,15.92,0.357671105,0.436640309,0.205688586,54641316,20
-32.8755548,-56.0201525,2013,Meat of pig with the bone  fresh or chilled,17,1300,15.92,0.357671105,0.436640309,0.205688586,165215584,26
-32.8755548,-56.0201525,2013,Sweet potatoes,18,1300,15.92,0.357671105,0.436640309,0.205688586,-6557253.5,4
-32.8755548,-56.0201525,2013,Barley,19,1300,15.92,0.357671105,0.436640309,0.205688586,-3013192.5,16
-32.8755548,-56.0201525,2013,Potatoes,20,1300,15.92,0.357671105,0.436640309,0.205688586,171865584,27
-32.8755548,-56.0201525,2013,Tomatoes,21,1300,15.92,0.357671105,0.436640309,0.205688586,261682448,30
-32.8755548,-56.0201525,2013,Tangerines  mandarins  clementines,22,1300,15.92,0.357671105,0.436640309,0.205688586,-3373402.5,15
-32.8755548,-56.0201525,2013,Oranges,23,1300,15.92,0.357671105,0.436640309,0.205688586,87595848,22
-32.8755548,-56.0201525,2013,Apples,24,1300,15.92,0.357671105,0.436640309,0.205688586,81720968,21
-32.8755548,-56.0201525,2013,Meat of sheep  fresh or chilled,25,1300,15.92,0.357671105,0.436640309,0.205688586,119908264,24
-32.8755548,-56.0201525,2013,Shorn wool  greasy  including fleece washed shorn wool,26,1300,15.92,0.357671105,0.436640309,0.205688586,-3373402.5,14
-32.8755548,-56.0201525,2013,Hen eggs in shell  fresh,27,1300,15.92,0.357671105,0.436640309,0.205688586,145134704,25
-32.8755548,-56.0201525,2013,Grapes,28,1300,15.92,0.357671105,0.436640309,0.205688586,597997184,32
-32.8755548,-56.0201525,2013,Maize  corn ,29,1300,15.92,0.357671105,0.436640309,0.205688586,208377536,28
-32.8755548,-56.0201525,2013,Meat of chickens  fresh or chilled,30,1300,15.92,0.357671105,0.436640309,0.205688586,305730912,31
-32.8755548,-56.0201525,2013,Wheat,31,1300,15.92,0.357671105,0.436640309,0.205688586,97773624,23
-32.8755548,-56.0201525,2013,Rice,32,1300,15.92,0.357671105,0.436640309,0.205688586,247425776,29
-32.8755548,-56.0201525,2013,Raw milk of cattle,33,1300,15.92,0.357671105,0.436640309,0.205688586,739042816,33
-32.8755548,-56.0201525,2013,Soya beans,34,1300,15.92,0.357671105,0.436640309,0.205688586,2677794048,35
-32.8755548,-56.0201525,2013,Meat of cattle with the bone  fresh or chilled,35,1300,15.92,0.357671105,0.436640309,0.205688586,900080576,34
-31.7613365,-71.3187697,2013,Quinces,1,1522,13.07,0.557177606,0.247996281,0.194826113,-45228124,5
-31.7613365,-71.3187697,2013,Persimmons,2,1522,13.07,0.557177606,0.247996281,0.194826113,-80472992,1
-31.7613365,-71.3187697,2013,Pomelos and grapefruits,3,1522,13.07,0.557177606,0.247996281,0.194826113,-41097516,7
-31.7613365,-71.3187697,2013,Lentils  dry,4,1522,13.07,0.557177606,0.247996281,0.194826113,-35168260,10
-31.7613365,-71.3187697,2013,Chick peas  dry,5,1522,13.07,0.557177606,0.247996281,0.194826113,-15581710,21
-31.7613365,-71.3187697,2013,Papayas,6,1522,13.07,0.557177606,0.247996281,0.194826113,-6068037.5,33
-31.7613365,-71.3187697,2013,Rice,7,1522,13.07,0.557177606,0.247996281,0.194826113,360651776,43
-31.7613365,-71.3187697,2013,Broad beans and horse beans  green,8,1522,13.07,0.557177606,0.247996281,0.194826113,-50442292,3
-31.7613365,-71.3187697,2013,Cauliflowers and broccoli,9,1522,13.07,0.557177606,0.247996281,0.194826113,-15581710,20
-31.7613365,-71.3187697,2013,Apricots,10,1522,13.07,0.557177606,0.247996281,0.194826113,-38071340,8
-31.7613365,-71.3187697,2013,Peas  green,11,1522,13.07,0.557177606,0.247996281,0.194826113,-41599528,6
-31.7613365,-71.3187697,2013,Cantaloupes and other melons,12,1522,13.07,0.557177606,0.247996281,0.194826113,-15581710,18
-31.7613365,-71.3187697,2013,Green garlic,13,1522,13.07,0.557177606,0.247996281,0.194826113,-15581710,23
-31.7613365,-71.3187697,2013,Asparagus,14,1522,13.07,0.557177606,0.247996281,0.194826113,-49027252,4
-31.7613365,-71.3187697,2013,Cabbages,15,1522,13.07,0.557177606,0.247996281,0.194826113,-18014660,15
-31.7613365,-71.3187697,2013,Artichokes,16,1522,13.07,0.557177606,0.247996281,0.194826113,-56743988,2
-31.7613365,-71.3187697,2013,Carrots and turnips,17,1522,13.07,0.557177606,0.247996281,0.194826113,-15581710,19
-31.7613365,-71.3187697,2013,Green corn  maize ,18,1522,13.07,0.557177606,0.247996281,0.194826113,-15581710,22
-31.7613365,-71.3187697,2013,Tangerines  mandarins  clementines,19,1522,13.07,0.557177606,0.247996281,0.194826113,-15581710,31
-31.7613365,-71.3187697,2013,Other beans  green,20,1522,13.07,0.557177606,0.247996281,0.194826113,-15581710,26
-31.7613365,-71.3187697,2013,Beans  dry,21,1522,13.07,0.557177606,0.247996281,0.194826113,-15581710,17
-31.7613365,-71.3187697,2013,Raspberries,22,1522,13.07,0.557177606,0.247996281,0.194826113,-15581710,29
-31.7613365,-71.3187697,2013,Pumpkins  squash and gourds,23,1522,13.07,0.557177606,0.247996281,0.194826113,-13751710,32
-31.7613365,-71.3187697,2013,Cucumbers and gherkins,24,1522,13.07,0.557177606,0.247996281,0.194826113,-27178834,11
-31.7613365,-71.3187697,2013,Lettuce and chicory,25,1522,13.07,0.557177606,0.247996281,0.194826113,-15581710,25
-31.7613365,-71.3187697,2013,Strawberries,26,1522,13.07,0.557177606,0.247996281,0.194826113,-15581710,30
-31.7613365,-71.3187697,2013,Watermelons,27,1522,13.07,0.557177606,0.247996281,0.194826113,-22139058,13
-31.7613365,-71.3187697,2013,Oranges,28,1522,13.07,0.557177606,0.247996281,0.194826113,75387528,37
-31.7613365,-71.3187697,2013,Chillies and peppers  green  Capsicum spp  and Pimenta spp  ,29,1522,13.07,0.557177606,0.247996281,0.194826113,-850.375,35
-31.7613365,-71.3187697,2013,Lemons and limes,30,1522,13.07,0.557177606,0.247996281,0.194826113,-15581710,24
-31.7613365,-71.3187697,2013,Maize  corn ,31,1522,13.07,0.557177606,0.247996281,0.194826113,299825664,42
-31.7613365,-71.3187697,2013,Kiwi fruit,32,1522,13.07,0.557177606,0.247996281,0.194826113,-21628126,14
-31.7613365,-71.3187697,2013,Pears,33,1522,13.07,0.557177606,0.247996281,0.194826113,-15581710,28
-31.7613365,-71.3187697,2013,Plums and sloes,34,1522,13.07,0.557177606,0.247996281,0.194826113,-24432818,12
-31.7613365,-71.3187697,2013,Wheat,35,1522,13.07,0.557177606,0.247996281,0.194826113,85565304,38
-31.7613365,-71.3187697,2013,Onions and shallots  dry  excluding dehydrated ,36,1522,13.07,0.557177606,0.247996281,0.194826113,-880169.375,34
-31.7613365,-71.3187697,2013,Cherries,37,1522,13.07,0.557177606,0.247996281,0.194826113,-37123892,9
-31.7613365,-71.3187697,2013,Avocados,38,1522,13.07,0.557177606,0.247996281,0.194826113,-15581710,16
-31.7613365,-71.3187697,2013,Peaches and nectarines,39,1522,13.07,0.557177606,0.247996281,0.194826113,-15581710,27
-31.7613365,-71.3187697,2013,Potatoes,40,1522,13.07,0.557177606,0.247996281,0.194826113,159657264,39
-31.7613365,-71.3187697,2013,Tomatoes,41,1522,13.07,0.557177606,0.247996281,0.194826113,249474128,40
-31.7613365,-71.3187697,2013,Apples,42,1522,13.07,0.557177606,0.247996281,0.194826113,69512664,36
-31.7613365,-71.3187697,2013,Raw milk of cattle,43,1522,13.07,0.557177606,0.247996281,0.194826113,726464896,45
-31.7613365,-71.3187697,2013,Meat of cattle with the bone  fresh or chilled,44,1522,13.07,0.557177606,0.247996281,0.194826113,887872192,46
-31.7613365,-71.3187697,2013,Meat of pig with the bone  fresh or chilled,45,1522,13.07,0.557177606,0.247996281,0.194826113,273545280,41
-31.7613365,-71.3187697,2013,Grapes,46,1522,13.07,0.557177606,0.247996281,0.194826113,528489600,44
-28.8166236,24.991639,2013,Leeks and other alliaceous vegetables,1,495,21.31,0.498765432,0.330864198,0.17037037,-28385354,1
-28.8166236,24.991639,2013,Quinces,2,495,21.31,0.498765432,0.330864198,0.17037037,-9538884,6
-28.8166236,24.991639,2013,Cherries,3,495,21.31,0.498765432,0.330864198,0.17037037,16509928,33
-28.8166236,24.991639,2013,Chillies and peppers  green  Capsicum spp  and Pimenta spp  ,4,495,21.31,0.498765432,0.330864198,0.17037037,35197668,38
-28.8166236,24.991639,2013,Chicory roots,5,495,21.31,0.498765432,0.330864198,0.17037037,15759824,19
-28.8166236,24.991639,2013,Asparagus,6,495,21.31,0.498765432,0.330864198,0.17037037,-17685718,3
-28.8166236,24.991639,2013,Figs,7,495,21.31,0.498765432,0.330864198,0.17037037,15759824,20
-28.8166236,24.991639,2013,Tea leaves,8,495,21.31,0.498765432,0.330864198,0.17037037,242015072,51
-28.8166236,24.991639,2013,Peas  green,9,495,21.31,0.498765432,0.330864198,0.17037037,-10257990,4
-28.8166236,24.991639,2013,Cauliflowers and broccoli,10,495,21.31,0.498765432,0.330864198,0.17037037,15759824,18
-28.8166236,24.991639,2013,Oats,11,495,21.31,0.498765432,0.330864198,0.17037037,15759824,24
-28.8166236,24.991639,2013,Papayas,12,495,21.31,0.498765432,0.330864198,0.17037037,3262092,8
-28.8166236,24.991639,2013,Seed cotton  unginned,13,495,21.31,0.498765432,0.330864198,0.17037037,229651776,50
-28.8166236,24.991639,2013,Cotton lint  ginned,14,495,21.31,0.498765432,0.330864198,0.17037037,48243272,43
-28.8166236,24.991639,2013,Cantaloupes and other melons,15,495,21.31,0.498765432,0.330864198,0.17037037,15759824,16
-28.8166236,24.991639,2013,Other berries and fruits of the genus vaccinium n e c ,16,495,21.31,0.498765432,0.330864198,0.17037037,7200327.5,10
-28.8166236,24.991639,2013,Strawberries,17,495,21.31,0.498765432,0.330864198,0.17037037,15759824,30
-28.8166236,24.991639,2013,Other beans  green,18,495,21.31,0.498765432,0.330864198,0.17037037,15759824,25
-28.8166236,24.991639,2013,Apricots,19,495,21.31,0.498765432,0.330864198,0.17037037,-6729800.5,7
-28.8166236,24.991639,2013,Lettuce and chicory,20,495,21.31,0.498765432,0.330864198,0.17037037,15759824,22
-28.8166236,24.991639,2013,Cucumbers and gherkins,21,495,21.31,0.498765432,0.330864198,0.17037037,53622916,44
-28.8166236,24.991639,2013,Mangoes  guavas and mangosteens,22,495,21.31,0.498765432,0.330864198,0.17037037,17289246,34
-28.8166236,24.991639,2013,Watermelons,23,495,21.31,0.498765432,0.330864198,0.17037037,43877820,41
-28.8166236,24.991639,2013,Mushrooms and truffles,24,495,21.31,0.498765432,0.330864198,0.17037037,-25500734,2
-28.8166236,24.991639,2013,Sweet potatoes,25,495,21.31,0.498765432,0.330864198,0.17037037,12575974,11
-28.8166236,24.991639,2013,Pineapples,26,495,21.31,0.498765432,0.330864198,0.17037037,15759824,28
-28.8166236,24.991639,2013,Cabbages,27,495,21.31,0.498765432,0.330864198,0.17037037,13326874,12
-28.8166236,24.991639,2013,Groundnuts  excluding shelled,28,495,21.31,0.498765432,0.330864198,0.17037037,36725740,39
-28.8166236,24.991639,2013,Meat of goat  fresh or chilled,29,495,21.31,0.498765432,0.330864198,0.17037037,15759824,23
-28.8166236,24.991639,2013,Sorghum,30,495,21.31,0.498765432,0.330864198,0.17037037,34306100,37
-28.8166236,24.991639,2013,Carrots and turnips,31,495,21.31,0.498765432,0.330864198,0.17037037,15759824,17
-28.8166236,24.991639,2013,Unmanufactured tobacco,32,495,21.31,0.498765432,0.330864198,0.17037037,15759824,32
-28.8166236,24.991639,2013,Barley,33,495,21.31,0.498765432,0.330864198,0.17037037,54983892,45
-28.8166236,24.991639,2013,Plums and sloes,34,495,21.31,0.498765432,0.330864198,0.17037037,6908712.5,9
-28.8166236,24.991639,2013,Beans  dry,35,495,21.31,0.498765432,0.330864198,0.17037037,15759824,15
-28.8166236,24.991639,2013,Peaches and nectarines,36,495,21.31,0.498765432,0.330864198,0.17037037,15759824,26
-28.8166236,24.991639,2013,Avocados,37,495,21.31,0.498765432,0.330864198,0.17037037,15759824,14
-28.8166236,24.991639,2013,Pumpkins  squash and gourds,38,495,21.31,0.498765432,0.330864198,0.17037037,17589822,35
-28.8166236,24.991639,2013,Tangerines  mandarins  clementines,39,495,21.31,0.498765432,0.330864198,0.17037037,15759824,31
-28.8166236,24.991639,2013,Lemons and limes,40,495,21.31,0.498765432,0.330864198,0.17037037,15759824,21
-28.8166236,24.991639,2013,Pomelos and grapefruits,41,495,21.31,0.498765432,0.330864198,0.17037037,-9755988,5
-28.8166236,24.991639,2013,Bananas,42,495,21.31,0.498765432,0.330864198,0.17037037,38629776,40
-28.8166236,24.991639,2013,Onions and shallots  dry  excluding dehydrated ,43,495,21.31,0.498765432,0.330864198,0.17037037,24423962,36
-28.8166236,24.991639,2013,Tomatoes,44,495,21.31,0.498765432,0.330864198,0.17037037,326909504,56
-28.8166236,24.991639,2013,Pears,45,495,21.31,0.498765432,0.330864198,0.17037037,15759824,27
-28.8166236,24.991639,2013,Green corn  maize ,46,495,21.31,0.498765432,0.330864198,0.17037037,45119300,42
-28.8166236,24.991639,2013,Sunflower seed,47,495,21.31,0.498765432,0.330864198,0.17037037,14544696,13
-28.8166236,24.991639,2013,Shorn wool  greasy  including fleece washed shorn wool,48,495,21.31,0.498765432,0.330864198,0.17037037,15759824,29
-28.8166236,24.991639,2013,Soya beans,49,495,21.31,0.498765432,0.330864198,0.17037037,258893136,53
-28.8166236,24.991639,2013,Meat of pig with the bone  fresh or chilled,50,495,21.31,0.498765432,0.330864198,0.17037037,105072920,46
-28.8166236,24.991639,2013,Apples,51,495,21.31,0.498765432,0.330864198,0.17037037,114683440,48
-28.8166236,24.991639,2013,Wheat,52,495,21.31,0.498765432,0.330864198,0.17037037,821583552,60
-28.8166236,24.991639,2013,Potatoes,53,495,21.31,0.498765432,0.330864198,0.17037037,271542368,54
-28.8166236,24.991639,2013,Oranges,54,495,21.31,0.498765432,0.330864198,0.17037037,106729048,47
-28.8166236,24.991639,2013,Hen eggs in shell  fresh,55,495,21.31,0.498765432,0.330864198,0.17037037,187536976,49
-28.8166236,24.991639,2013,Meat of sheep  fresh or chilled,56,495,21.31,0.498765432,0.330864198,0.17037037,254051088,52
-28.8166236,24.991639,2013,Sugar cane,57,495,21.31,0.498765432,0.330864198,0.17037037,300046912,55
-28.8166236,24.991639,2013,Raw milk of cattle,58,495,21.31,0.498765432,0.330864198,0.17037037,564965952,57
-28.8166236,24.991639,2013,Maize  corn ,59,495,21.31,0.498765432,0.330864198,0.17037037,624615424,58
-28.8166236,24.991639,2013,Meat of cattle with the bone  fresh or chilled,60,495,21.31,0.498765432,0.330864198,0.17037037,1003321984,62
-28.8166236,24.991639,2013,Grapes,61,495,21.31,0.498765432,0.330864198,0.17037037,765891520,59
-28.8166236,24.991639,2013,Meat of chickens  fresh or chilled,62,495,21.31,0.498765432,0.330864198,0.17037037,998868288,61
-24.7761086,134.755,2013,Groundnuts  excluding shelled,1,534,17.39,0.537414885,0.370436871,0.092148244,135400800,18
-24.7761086,134.755,2013,Triticale,2,534,17.39,0.537414885,0.370436871,0.092148244,109258576,17
-24.7761086,134.755,2013,Pineapples,3,534,17.39,0.537414885,0.370436871,0.092148244,109258576,14
-24.7761086,134.755,2013,Other nuts  excluding wild edible nuts and groundnuts   in shell  n e c ,4,534,17.39,0.537414885,0.370436871,0.092148244,109258576,11
-24.7761086,134.755,2013,Mangoes  guavas and mangosteens,5,534,17.39,0.537414885,0.370436871,0.092148244,178005088,20
-24.7761086,134.755,2013,Pears,6,534,17.39,0.537414885,0.370436871,0.092148244,109258576,13
-24.7761086,134.755,2013,Maize  corn ,7,534,17.39,0.537414885,0.370436871,0.092148244,794980736,32
-24.7761086,134.755,2013,Cherries,8,534,17.39,0.537414885,0.370436871,0.092148244,70056184,2
-24.7761086,134.755,2013,Tangerines  mandarins  clementines,9,534,17.39,0.537414885,0.370436871,0.092148244,109258576,16
-24.7761086,134.755,2013,Other beans  green,10,534,17.39,0.537414885,0.370436871,0.092148244,109258576,10
-24.7761086,134.755,2013,Peaches and nectarines,11,534,17.39,0.537414885,0.370436871,0.092148244,109258576,12
-24.7761086,134.755,2013,Lettuce and chicory,12,534,17.39,0.537414885,0.370436871,0.092148244,109258576,7
-24.7761086,134.755,2013,Carrots and turnips,13,534,17.39,0.537414885,0.370436871,0.092148244,109258576,6
-24.7761086,134.755,2013,Onions and shallots  dry  excluding dehydrated ,14,534,17.39,0.537414885,0.370436871,0.092148244,106209680,3
-24.7761086,134.755,2013,Olives,15,534,17.39,0.537414885,0.370436871,0.092148244,471944064,26
-24.7761086,134.755,2013,Avocados,16,534,17.39,0.537414885,0.370436871,0.092148244,109258576,5
-24.7761086,134.755,2013,Mushrooms and truffles,17,534,17.39,0.537414885,0.370436871,0.092148244,390716544,23
-24.7761086,134.755,2013,Strawberries,18,534,17.39,0.537414885,0.370436871,0.092148244,109258576,15
-24.7761086,134.755,2013,Oats,19,534,17.39,0.537414885,0.370436871,0.092148244,109258576,8
-24.7761086,134.755,2013,Rice,20,534,17.39,0.537414885,0.370436871,0.092148244,1864940672,36
-24.7761086,134.755,2013,Oranges,21,534,17.39,0.537414885,0.370436871,0.092148244,109258576,9
-24.7761086,134.755,2013,Tomatoes,22,534,17.39,0.537414885,0.370436871,0.092148244,334877408,22
-24.7761086,134.755,2013,Apples,23,534,17.39,0.537414885,0.370436871,0.092148244,780294720,31
-24.7761086,134.755,2013,Bananas,24,534,17.39,0.537414885,0.370436871,0.092148244,239799664,21
-24.7761086,134.755,2013,Sorghum,25,534,17.39,0.537414885,0.370436871,0.092148244,26267396,1
-24.7761086,134.755,2013,Potatoes,26,534,17.39,0.537414885,0.370436871,0.092148244,677489920,29
-24.7761086,134.755,2013,Hen eggs in shell  fresh,27,534,17.39,0.537414885,0.370436871,0.092148244,455316192,25
-24.7761086,134.755,2013,Almonds  in shell,28,534,17.39,0.537414885,0.370436871,0.092148244,109258576,4
-24.7761086,134.755,2013,Meat of pig with the bone  fresh or chilled,29,534,17.39,0.537414885,0.370436871,0.092148244,153507568,19
-24.7761086,134.755,2013,Sugar cane,30,534,17.39,0.537414885,0.370436871,0.092148244,545116480,28
-24.7761086,134.755,2013,Grapes,31,534,17.39,0.537414885,0.370436871,0.092148244,765895872,30
-24.7761086,134.755,2013,Shorn wool  greasy  including fleece washed shorn wool,32,534,17.39,0.537414885,0.370436871,0.092148244,405430848,24
-24.7761086,134.755,2013,Barley,33,534,17.39,0.537414885,0.370436871,0.092148244,539970624,27
-24.7761086,134.755,2013,Meat of chickens  fresh or chilled,34,534,17.39,0.537414885,0.370436871,0.092148244,1153674752,34
-24.7761086,134.755,2013,Meat of sheep  fresh or chilled,35,534,17.39,0.537414885,0.370436871,0.092148244,838772800,33
-24.7761086,134.755,2013,Raw milk of cattle,36,534,17.39,0.537414885,0.370436871,0.092148244,2675117312,37
-24.7761086,134.755,2013,Seed cotton  unginned,37,534,17.39,0.537414885,0.370436871,0.092148244,1434731520,35
-24.7761086,134.755,2013,Wheat,38,534,17.39,0.537414885,0.370436871,0.092148244,5385024000,39
-24.7761086,134.755,2013,Meat of cattle with the bone  fresh or chilled,39,534,17.39,0.537414885,0.370436871,0.092148244,3943369728,38
-23.1681782,24.5928742,2013,Watermelons,1,416,18.69,0.975072078,0.01725438,0.007673542,-48345200,4
-23.1681782,24.5928742,2013,Millet,2,416,18.69,0.975072078,0.01725438,0.007673542,-101564952,1
-23.1681782,24.5928742,2013,Maize  corn ,3,416,18.69,0.975072078,0.01725438,0.007673542,183036656,5
-23.1681782,24.5928742,2013,Sorghum,4,416,18.69,0.975072078,0.01725438,0.007673542,-83018664,3
-23.1681782,24.5928742,2013,Other pulses n e c ,5,416,18.69,0.975072078,0.01725438,0.007673542,-101564952,2
-20.2759451,57.5703566,2013,Cassava  fresh,1,2041,24.31,0.408060183,0.17662547,0.415314347,163986752,30
-20.2759451,57.5703566,2013,Green garlic,2,2041,24.31,0.408060183,0.17662547,0.415314347,-82030016,8
-20.2759451,57.5703566,2013,Meat of goat  fresh or chilled,3,2041,24.31,0.408060183,0.17662547,0.415314347,-82030016,10
-20.2759451,57.5703566,2013,Sweet potatoes,4,2041,24.31,0.408060183,0.17662547,0.415314347,-85213856,3
-20.2759451,57.5703566,2013,Coconuts  in shell,5,2041,24.31,0.408060183,0.17662547,0.415314347,-38910344,20
-20.2759451,57.5703566,2013,Groundnuts  excluding shelled,6,2041,24.31,0.408060183,0.17662547,0.415314347,-97512344,2
-20.2759451,57.5703566,2013,Tea leaves,7,2041,24.31,0.408060183,0.17662547,0.415314347,144793376,29
-20.2759451,57.5703566,2013,Ginger  raw,8,2041,24.31,0.408060183,0.17662547,0.415314347,-168311584,1
